form,tags
amusez,"['imperative', 'plural', 'second-person']"
amusez,"['indicative', 'plural', 'present', 'second-person']"
amusiez,"['plural', 'present', 'second-person', 'subjunctive']"
amusiez,"['imperfect', 'indicative', 'plural', 'second-person']"
amusions,"['first-person', 'plural', 'present', 'subjunctive']"
amusions,"['first-person', 'imperfect', 'indicative', 'plural']"
amusons,"['first-person', 'imperative', 'plural']"
amusons,"['first-person', 'indicative', 'plural', 'present']"
amusâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
amusât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
amusâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
amusèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
amusé,"['participle', 'past']"
amusée,"['feminine', 'singular']"
amusées,"['feminine', 'plural']"
amusés,"['masculine', 'plural']"
amuît,
amuï,"['participle', 'past', 'reflexive']"
amuïe,"['feminine', 'singular']"
amuïes,"['feminine', 'plural']"
amuïmes,
amuïr,
amuïra,
amuïrai,
amuïraient,
amuïrais,
amuïrait,
amuïras,
amuïrent,
amuïrez,
amuïriez,
amuïrions,
amuïrons,
amuïront,
amuïs,"['masculine', 'plural']"
amuïs-toi,"['imperative', 'reflexive', 'second-person', 'singular']"
amuïssaient,
amuïssais,
amuïssait,
amuïssant,
amuïsse,
amuïssent,
amuïsses,
amuïssez,
amuïssez-vous,"['imperative', 'plural', 'reflexive', 'second-person']"
amuïssiez,
amuïssions,
amuïssons,
amuïssons-nous,"['first-person', 'imperative', 'plural', 'reflexive']"
amuït,
amuïtes,
amâtina,"['historic', 'indicative', 'past', 'singular', 'third-person']"
amâtinai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
amâtinaient,"['imperfect', 'indicative', 'plural', 'third-person']"
amâtinais,"['imperfect', 'indicative', 'second-person', 'singular']"
amâtinais,"['first-person', 'imperfect', 'indicative', 'singular']"
amâtinait,"['imperfect', 'indicative', 'singular', 'third-person']"
amâtinant,"['gerund', 'participle', 'present']"
amâtinas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
amâtinasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
amâtinassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
amâtinasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
amâtinassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
amâtinassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
amâtine,"['indicative', 'present', 'singular', 'third-person']"
amâtine,"['first-person', 'indicative', 'present', 'singular']"
amâtine,"['imperative', 'second-person', 'singular']"
amâtine,"['first-person', 'present', 'singular', 'subjunctive']"
amâtine,"['present', 'singular', 'subjunctive', 'third-person']"
amâtinent,"['indicative', 'plural', 'present', 'third-person']"
amâtinent,"['plural', 'present', 'subjunctive', 'third-person']"
amâtiner,['infinitive']
amâtinera,"['future', 'indicative', 'singular', 'third-person']"
amâtinerai,"['first-person', 'future', 'indicative', 'singular']"
amâtineraient,"['conditional', 'plural', 'third-person']"
amâtinerais,"['conditional', 'second-person', 'singular']"
amâtinerais,"['conditional', 'first-person', 'singular']"
amâtinerait,"['conditional', 'singular', 'third-person']"
amâtineras,"['future', 'indicative', 'second-person', 'singular']"
amâtinerez,"['future', 'indicative', 'plural', 'second-person']"
amâtineriez,"['conditional', 'plural', 'second-person']"
amâtinerions,"['conditional', 'first-person', 'plural']"
amâtinerons,"['first-person', 'future', 'indicative', 'plural']"
amâtineront,"['future', 'indicative', 'plural', 'third-person']"
amâtines,"['present', 'second-person', 'singular', 'subjunctive']"
amâtines,"['indicative', 'present', 'second-person', 'singular']"
amâtinez,"['indicative', 'plural', 'present', 'second-person']"
amâtinez,"['imperative', 'plural', 'second-person']"
amâtiniez,"['plural', 'present', 'second-person', 'subjunctive']"
amâtiniez,"['imperfect', 'indicative', 'plural', 'second-person']"
amâtinions,"['first-person', 'imperfect', 'indicative', 'plural']"
amâtinions,"['first-person', 'plural', 'present', 'subjunctive']"
amâtinons,"['first-person', 'indicative', 'plural', 'present']"
amâtinons,"['first-person', 'imperative', 'plural']"
amâtinâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
amâtinât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
amâtinâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
amâtinèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
amâtiné,"['participle', 'past']"
amène,"['imperative', 'second-person', 'singular']"
amène,"['indicative', 'present', 'singular', 'third-person']"
amène,"['first-person', 'present', 'singular', 'subjunctive']"
amène,"['first-person', 'indicative', 'present', 'singular']"
amène,"['present', 'singular', 'subjunctive', 'third-person']"
amènent,"['indicative', 'plural', 'present', 'third-person']"
amènent,"['plural', 'present', 'subjunctive', 'third-person']"
amènera,"['future', 'indicative', 'singular', 'third-person']"
amènerai,"['first-person', 'future', 'indicative', 'singular']"
amèneraient,"['conditional', 'plural', 'third-person']"
amènerais,"['conditional', 'first-person', 'singular']"
amènerais,"['conditional', 'second-person', 'singular']"
amènerait,"['conditional', 'singular', 'third-person']"
amèneras,"['future', 'indicative', 'second-person', 'singular']"
amènerez,"['future', 'indicative', 'plural', 'second-person']"
amèneriez,"['conditional', 'plural', 'second-person']"
amènerions,"['conditional', 'first-person', 'plural']"
amènerons,"['first-person', 'future', 'indicative', 'plural']"
amèneront,"['future', 'indicative', 'plural', 'third-person']"
amènes,"['indicative', 'present', 'second-person', 'singular']"
amènes,"['present', 'second-person', 'singular', 'subjunctive']"
améliora,"['historic', 'indicative', 'past', 'singular', 'third-person']"
améliorai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
amélioraient,"['imperfect', 'indicative', 'plural', 'third-person']"
améliorais,"['first-person', 'imperfect', 'indicative', 'singular']"
améliorais,"['imperfect', 'indicative', 'second-person', 'singular']"
améliorait,"['imperfect', 'indicative', 'singular', 'third-person']"
améliorant,"['gerund', 'participle', 'present']"
amélioras,"['historic', 'indicative', 'past', 'second-person', 'singular']"
améliorasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
améliorassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
améliorasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
améliorassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
améliorassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
améliore,"['imperative', 'second-person', 'singular']"
améliore,"['indicative', 'present', 'singular', 'third-person']"
améliore,"['first-person', 'indicative', 'present', 'singular']"
améliore,"['present', 'singular', 'subjunctive', 'third-person']"
améliore,"['first-person', 'present', 'singular', 'subjunctive']"
améliorent,"['plural', 'present', 'subjunctive', 'third-person']"
améliorent,"['indicative', 'plural', 'present', 'third-person']"
améliorer,['infinitive']
améliorera,"['future', 'indicative', 'singular', 'third-person']"
améliorerai,"['first-person', 'future', 'indicative', 'singular']"
amélioreraient,"['conditional', 'plural', 'third-person']"
améliorerais,"['conditional', 'first-person', 'singular']"
améliorerais,"['conditional', 'second-person', 'singular']"
améliorerait,"['conditional', 'singular', 'third-person']"
amélioreras,"['future', 'indicative', 'second-person', 'singular']"
améliorerez,"['future', 'indicative', 'plural', 'second-person']"
amélioreriez,"['conditional', 'plural', 'second-person']"
améliorerions,"['conditional', 'first-person', 'plural']"
améliorerons,"['first-person', 'future', 'indicative', 'plural']"
amélioreront,"['future', 'indicative', 'plural', 'third-person']"
améliores,"['indicative', 'present', 'second-person', 'singular']"
améliores,"['present', 'second-person', 'singular', 'subjunctive']"
améliorez,"['imperative', 'plural', 'second-person']"
améliorez,"['indicative', 'plural', 'present', 'second-person']"
amélioriez,"['imperfect', 'indicative', 'plural', 'second-person']"
amélioriez,"['plural', 'present', 'second-person', 'subjunctive']"
améliorions,"['first-person', 'imperfect', 'indicative', 'plural']"
améliorions,"['first-person', 'plural', 'present', 'subjunctive']"
améliorons,"['first-person', 'imperative', 'plural']"
améliorons,"['first-person', 'indicative', 'plural', 'present']"
améliorâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
améliorât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
améliorâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
améliorèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
amélioré,"['participle', 'past']"
améliorée,"['feminine', 'singular']"
améliorées,"['feminine', 'plural']"
améliorés,"['masculine', 'plural']"
aménage,"['first-person', 'present', 'singular', 'subjunctive']"
aménage,"['present', 'singular', 'subjunctive', 'third-person']"
aménage,"['imperative', 'second-person', 'singular']"
aménage,"['indicative', 'present', 'singular', 'third-person']"
aménage,"['first-person', 'indicative', 'present', 'singular']"
aménagea,"['historic', 'indicative', 'past', 'singular', 'third-person']"
aménageai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
aménageaient,"['imperfect', 'indicative', 'plural', 'third-person']"
aménageais,"['imperfect', 'indicative', 'second-person', 'singular']"
aménageais,"['first-person', 'imperfect', 'indicative', 'singular']"
aménageait,"['imperfect', 'indicative', 'singular', 'third-person']"
aménageant,"['gerund', 'participle', 'present']"
aménageas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
aménageasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
aménageassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
aménageasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
aménageassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
aménageassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
aménagent,"['plural', 'present', 'subjunctive', 'third-person']"
aménagent,"['indicative', 'plural', 'present', 'third-person']"
aménageons,"['first-person', 'indicative', 'plural', 'present']"
aménageons,"['first-person', 'imperative', 'plural']"
aménager,['infinitive']
aménagera,"['future', 'indicative', 'singular', 'third-person']"
aménagerai,"['first-person', 'future', 'indicative', 'singular']"
aménageraient,"['conditional', 'plural', 'third-person']"
aménagerais,"['conditional', 'first-person', 'singular']"
aménagerais,"['conditional', 'second-person', 'singular']"
aménagerait,"['conditional', 'singular', 'third-person']"
aménageras,"['future', 'indicative', 'second-person', 'singular']"
aménagerez,"['future', 'indicative', 'plural', 'second-person']"
aménageriez,"['conditional', 'plural', 'second-person']"
aménagerions,"['conditional', 'first-person', 'plural']"
aménagerons,"['first-person', 'future', 'indicative', 'plural']"
aménageront,"['future', 'indicative', 'plural', 'third-person']"
aménages,"['present', 'second-person', 'singular', 'subjunctive']"
aménages,"['indicative', 'present', 'second-person', 'singular']"
aménagez,"['indicative', 'plural', 'present', 'second-person']"
aménagez,"['imperative', 'plural', 'second-person']"
aménageâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
aménageât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
aménageâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
aménagiez,"['plural', 'present', 'second-person', 'subjunctive']"
aménagiez,"['imperfect', 'indicative', 'plural', 'second-person']"
aménagions,"['first-person', 'plural', 'present', 'subjunctive']"
aménagions,"['first-person', 'imperfect', 'indicative', 'plural']"
aménagèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
aménagé,"['participle', 'past']"
aménagée,"['feminine', 'singular']"
aménagées,"['feminine', 'plural']"
aménagés,"['masculine', 'plural']"
américanisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
américanisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
américanisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
américanisais,"['first-person', 'imperfect', 'indicative', 'singular']"
américanisais,"['imperfect', 'indicative', 'second-person', 'singular']"
américanisait,"['imperfect', 'indicative', 'singular', 'third-person']"
américanisant,"['gerund', 'participle', 'present']"
américanisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
américanisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
américanisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
américanisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
américanisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
américanisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
américanise,"['first-person', 'present', 'singular', 'subjunctive']"
américanise,"['imperative', 'second-person', 'singular']"
américanise,"['first-person', 'indicative', 'present', 'singular']"
américanise,"['present', 'singular', 'subjunctive', 'third-person']"
américanise,"['indicative', 'present', 'singular', 'third-person']"
américanisent,"['indicative', 'plural', 'present', 'third-person']"
américanisent,"['plural', 'present', 'subjunctive', 'third-person']"
américaniser,['infinitive']
américanisera,"['future', 'indicative', 'singular', 'third-person']"
américaniserai,"['first-person', 'future', 'indicative', 'singular']"
américaniseraient,"['conditional', 'plural', 'third-person']"
américaniserais,"['conditional', 'first-person', 'singular']"
américaniserais,"['conditional', 'second-person', 'singular']"
américaniserait,"['conditional', 'singular', 'third-person']"
américaniseras,"['future', 'indicative', 'second-person', 'singular']"
américaniserez,"['future', 'indicative', 'plural', 'second-person']"
américaniseriez,"['conditional', 'plural', 'second-person']"
américaniserions,"['conditional', 'first-person', 'plural']"
américaniserons,"['first-person', 'future', 'indicative', 'plural']"
américaniseront,"['future', 'indicative', 'plural', 'third-person']"
américanises,"['present', 'second-person', 'singular', 'subjunctive']"
américanises,"['indicative', 'present', 'second-person', 'singular']"
américanisez,"['imperative', 'plural', 'second-person']"
américanisez,"['indicative', 'plural', 'present', 'second-person']"
américanisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
américanisiez,"['plural', 'present', 'second-person', 'subjunctive']"
américanisions,"['first-person', 'plural', 'present', 'subjunctive']"
américanisions,"['first-person', 'imperfect', 'indicative', 'plural']"
américanisons,"['first-person', 'indicative', 'plural', 'present']"
américanisons,"['first-person', 'imperative', 'plural']"
américanisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
américanisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
américanisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
américanisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
américanisé,"['participle', 'past']"
américanisée,"['feminine', 'singular']"
américanisées,"['feminine', 'plural']"
américanisés,"['masculine', 'plural']"
analphabétisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
analphabétisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
analphabétisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
analphabétisais,"['first-person', 'imperfect', 'indicative', 'singular']"
analphabétisais,"['imperfect', 'indicative', 'second-person', 'singular']"
analphabétisait,"['imperfect', 'indicative', 'singular', 'third-person']"
analphabétisant,"['gerund', 'participle', 'present']"
analphabétisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
analphabétisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
analphabétisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
analphabétisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
analphabétisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
analphabétisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
analphabétise,"['first-person', 'indicative', 'present', 'singular']"
analphabétise,"['imperative', 'second-person', 'singular']"
analphabétise,"['present', 'singular', 'subjunctive', 'third-person']"
analphabétise,"['indicative', 'present', 'singular', 'third-person']"
analphabétise,"['first-person', 'present', 'singular', 'subjunctive']"
analphabétisent,"['plural', 'present', 'subjunctive', 'third-person']"
analphabétisent,"['indicative', 'plural', 'present', 'third-person']"
analphabétiser,['infinitive']
analphabétisera,"['future', 'indicative', 'singular', 'third-person']"
analphabétiserai,"['first-person', 'future', 'indicative', 'singular']"
analphabétiseraient,"['conditional', 'plural', 'third-person']"
analphabétiserais,"['conditional', 'first-person', 'singular']"
analphabétiserais,"['conditional', 'second-person', 'singular']"
analphabétiserait,"['conditional', 'singular', 'third-person']"
analphabétiseras,"['future', 'indicative', 'second-person', 'singular']"
analphabétiserez,"['future', 'indicative', 'plural', 'second-person']"
analphabétiseriez,"['conditional', 'plural', 'second-person']"
analphabétiserions,"['conditional', 'first-person', 'plural']"
analphabétiserons,"['first-person', 'future', 'indicative', 'plural']"
analphabétiseront,"['future', 'indicative', 'plural', 'third-person']"
analphabétises,"['indicative', 'present', 'second-person', 'singular']"
analphabétises,"['present', 'second-person', 'singular', 'subjunctive']"
analphabétisez,"['imperative', 'plural', 'second-person']"
analphabétisez,"['indicative', 'plural', 'present', 'second-person']"
analphabétisiez,"['plural', 'present', 'second-person', 'subjunctive']"
analphabétisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
analphabétisions,"['first-person', 'plural', 'present', 'subjunctive']"
analphabétisions,"['first-person', 'imperfect', 'indicative', 'plural']"
analphabétisons,"['first-person', 'imperative', 'plural']"
analphabétisons,"['first-person', 'indicative', 'plural', 'present']"
analphabétisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
analphabétisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
analphabétisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
analphabétisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
analphabétisé,"['participle', 'past']"
analysa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
analysai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
analysaient,"['imperfect', 'indicative', 'plural', 'third-person']"
analysais,"['imperfect', 'indicative', 'second-person', 'singular']"
analysais,"['first-person', 'imperfect', 'indicative', 'singular']"
analysait,"['imperfect', 'indicative', 'singular', 'third-person']"
analysant,"['gerund', 'participle', 'present']"
analysas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
analysasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
analysassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
analysasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
analysassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
analysassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
analyse,"['imperative', 'second-person', 'singular']"
analyse,"['present', 'singular', 'subjunctive', 'third-person']"
analyse,"['first-person', 'present', 'singular', 'subjunctive']"
analyse,"['indicative', 'present', 'singular', 'third-person']"
analyse,"['first-person', 'indicative', 'present', 'singular']"
analysent,"['plural', 'present', 'subjunctive', 'third-person']"
analysent,"['indicative', 'plural', 'present', 'third-person']"
analyser,['infinitive']
analysera,"['future', 'indicative', 'singular', 'third-person']"
analyserai,"['first-person', 'future', 'indicative', 'singular']"
analyseraient,"['conditional', 'plural', 'third-person']"
analyserais,"['conditional', 'second-person', 'singular']"
analyserais,"['conditional', 'first-person', 'singular']"
analyserait,"['conditional', 'singular', 'third-person']"
analyseras,"['future', 'indicative', 'second-person', 'singular']"
analyserez,"['future', 'indicative', 'plural', 'second-person']"
analyseriez,"['conditional', 'plural', 'second-person']"
analyserions,"['conditional', 'first-person', 'plural']"
analyserons,"['first-person', 'future', 'indicative', 'plural']"
analyseront,"['future', 'indicative', 'plural', 'third-person']"
analyses,"['present', 'second-person', 'singular', 'subjunctive']"
analyses,"['indicative', 'present', 'second-person', 'singular']"
analysez,"['imperative', 'plural', 'second-person']"
analysez,"['indicative', 'plural', 'present', 'second-person']"
analysiez,"['imperfect', 'indicative', 'plural', 'second-person']"
analysiez,"['plural', 'present', 'second-person', 'subjunctive']"
analysions,"['first-person', 'imperfect', 'indicative', 'plural']"
analysions,"['first-person', 'plural', 'present', 'subjunctive']"
analysons,"['first-person', 'imperative', 'plural']"
analysons,"['first-person', 'indicative', 'plural', 'present']"
analysâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
analysât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
analysâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
analysèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
analysé,"['participle', 'past']"
analysée,"['feminine', 'singular']"
analysées,"['feminine', 'plural']"
analysés,"['masculine', 'plural']"
anarchisant,
anastomosa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anastomosai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anastomosaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anastomosais,"['first-person', 'imperfect', 'indicative', 'singular']"
anastomosais,"['imperfect', 'indicative', 'second-person', 'singular']"
anastomosait,"['imperfect', 'indicative', 'singular', 'third-person']"
anastomosant,"['gerund', 'participle', 'present']"
anastomosas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
anastomosasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
anastomosassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
anastomosasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
anastomosassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
anastomosassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
anastomose,"['first-person', 'present', 'singular', 'subjunctive']"
anastomose,"['present', 'singular', 'subjunctive', 'third-person']"
anastomose,"['imperative', 'second-person', 'singular']"
anastomose,"['indicative', 'present', 'singular', 'third-person']"
anastomose,"['first-person', 'indicative', 'present', 'singular']"
anastomosent,"['indicative', 'plural', 'present', 'third-person']"
anastomosent,"['plural', 'present', 'subjunctive', 'third-person']"
anastomoser,['infinitive']
anastomosera,"['future', 'indicative', 'singular', 'third-person']"
anastomoserai,"['first-person', 'future', 'indicative', 'singular']"
anastomoseraient,"['conditional', 'plural', 'third-person']"
anastomoserais,"['conditional', 'first-person', 'singular']"
anastomoserais,"['conditional', 'second-person', 'singular']"
anastomoserait,"['conditional', 'singular', 'third-person']"
anastomoseras,"['future', 'indicative', 'second-person', 'singular']"
anastomoserez,"['future', 'indicative', 'plural', 'second-person']"
anastomoseriez,"['conditional', 'plural', 'second-person']"
anastomoserions,"['conditional', 'first-person', 'plural']"
anastomoserons,"['first-person', 'future', 'indicative', 'plural']"
anastomoseront,"['future', 'indicative', 'plural', 'third-person']"
anastomoses,"['indicative', 'present', 'second-person', 'singular']"
anastomoses,"['present', 'second-person', 'singular', 'subjunctive']"
anastomosez,"['imperative', 'plural', 'second-person']"
anastomosez,"['indicative', 'plural', 'present', 'second-person']"
anastomosiez,"['imperfect', 'indicative', 'plural', 'second-person']"
anastomosiez,"['plural', 'present', 'second-person', 'subjunctive']"
anastomosions,"['first-person', 'imperfect', 'indicative', 'plural']"
anastomosions,"['first-person', 'plural', 'present', 'subjunctive']"
anastomosons,"['first-person', 'imperative', 'plural']"
anastomosons,"['first-person', 'indicative', 'plural', 'present']"
anastomosâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
anastomosât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
anastomosâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
anastomosèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
anastomosé,"['participle', 'past']"
anastomosée,"['feminine', 'singular']"
anastomosées,"['feminine', 'plural']"
anastomosés,"['masculine', 'plural']"
anathématisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anathématisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anathématisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anathématisais,"['first-person', 'imperfect', 'indicative', 'singular']"
anathématisais,"['imperfect', 'indicative', 'second-person', 'singular']"
anathématisait,"['imperfect', 'indicative', 'singular', 'third-person']"
anathématisant,"['gerund', 'participle', 'present']"
anathématisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
anathématisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
anathématisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
anathématisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
anathématisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
anathématisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
anathématise,"['indicative', 'present', 'singular', 'third-person']"
anathématise,"['imperative', 'second-person', 'singular']"
anathématise,"['present', 'singular', 'subjunctive', 'third-person']"
anathématise,"['first-person', 'present', 'singular', 'subjunctive']"
anathématise,"['first-person', 'indicative', 'present', 'singular']"
anathématisent,"['plural', 'present', 'subjunctive', 'third-person']"
anathématisent,"['indicative', 'plural', 'present', 'third-person']"
anathématiser,['infinitive']
anathématisera,"['future', 'indicative', 'singular', 'third-person']"
anathématiserai,"['first-person', 'future', 'indicative', 'singular']"
anathématiseraient,"['conditional', 'plural', 'third-person']"
anathématiserais,"['conditional', 'second-person', 'singular']"
anathématiserais,"['conditional', 'first-person', 'singular']"
anathématiserait,"['conditional', 'singular', 'third-person']"
anathématiseras,"['future', 'indicative', 'second-person', 'singular']"
anathématiserez,"['future', 'indicative', 'plural', 'second-person']"
anathématiseriez,"['conditional', 'plural', 'second-person']"
anathématiserions,"['conditional', 'first-person', 'plural']"
anathématiserons,"['first-person', 'future', 'indicative', 'plural']"
anathématiseront,"['future', 'indicative', 'plural', 'third-person']"
anathématises,"['present', 'second-person', 'singular', 'subjunctive']"
anathématises,"['indicative', 'present', 'second-person', 'singular']"
anathématisez,"['imperative', 'plural', 'second-person']"
anathématisez,"['indicative', 'plural', 'present', 'second-person']"
anathématisiez,"['plural', 'present', 'second-person', 'subjunctive']"
anathématisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
anathématisions,"['first-person', 'plural', 'present', 'subjunctive']"
anathématisions,"['first-person', 'imperfect', 'indicative', 'plural']"
anathématisons,"['first-person', 'imperative', 'plural']"
anathématisons,"['first-person', 'indicative', 'plural', 'present']"
anathématisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
anathématisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
anathématisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
anathématisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
anathématisé,"['participle', 'past']"
anathématisée,"['feminine', 'singular']"
anathématisées,"['feminine', 'plural']"
anathématisés,"['masculine', 'plural']"
anatomisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anatomisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anatomisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anatomisais,"['first-person', 'imperfect', 'indicative', 'singular']"
anatomisais,"['imperfect', 'indicative', 'second-person', 'singular']"
anatomisait,"['imperfect', 'indicative', 'singular', 'third-person']"
anatomisant,"['gerund', 'participle', 'present']"
anatomisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
anatomisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
anatomisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
anatomisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
anatomisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
anatomisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
anatomise,"['present', 'singular', 'subjunctive', 'third-person']"
anatomise,"['first-person', 'indicative', 'present', 'singular']"
anatomise,"['indicative', 'present', 'singular', 'third-person']"
anatomise,"['first-person', 'present', 'singular', 'subjunctive']"
anatomise,"['imperative', 'second-person', 'singular']"
anatomisent,"['plural', 'present', 'subjunctive', 'third-person']"
anatomisent,"['indicative', 'plural', 'present', 'third-person']"
anatomiser,['infinitive']
anatomisera,"['future', 'indicative', 'singular', 'third-person']"
anatomiserai,"['first-person', 'future', 'indicative', 'singular']"
anatomiseraient,"['conditional', 'plural', 'third-person']"
anatomiserais,"['conditional', 'second-person', 'singular']"
anatomiserais,"['conditional', 'first-person', 'singular']"
anatomiserait,"['conditional', 'singular', 'third-person']"
anatomiseras,"['future', 'indicative', 'second-person', 'singular']"
anatomiserez,"['future', 'indicative', 'plural', 'second-person']"
anatomiseriez,"['conditional', 'plural', 'second-person']"
anatomiserions,"['conditional', 'first-person', 'plural']"
anatomiserons,"['first-person', 'future', 'indicative', 'plural']"
anatomiseront,"['future', 'indicative', 'plural', 'third-person']"
anatomises,"['indicative', 'present', 'second-person', 'singular']"
anatomises,"['present', 'second-person', 'singular', 'subjunctive']"
