form,tags
anatomisez,"['indicative', 'plural', 'present', 'second-person']"
anatomisez,"['imperative', 'plural', 'second-person']"
anatomisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
anatomisiez,"['plural', 'present', 'second-person', 'subjunctive']"
anatomisions,"['first-person', 'plural', 'present', 'subjunctive']"
anatomisions,"['first-person', 'imperfect', 'indicative', 'plural']"
anatomisons,"['first-person', 'imperative', 'plural']"
anatomisons,"['first-person', 'indicative', 'plural', 'present']"
anatomisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
anatomisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
anatomisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
anatomisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
anatomisé,"['participle', 'past']"
anatomisée,"['feminine', 'singular']"
anatomisées,"['feminine', 'plural']"
anatomisés,"['masculine', 'plural']"
ancra,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ancrai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ancraient,"['imperfect', 'indicative', 'plural', 'third-person']"
ancrais,"['imperfect', 'indicative', 'second-person', 'singular']"
ancrais,"['first-person', 'imperfect', 'indicative', 'singular']"
ancrait,"['imperfect', 'indicative', 'singular', 'third-person']"
ancrant,"['gerund', 'participle', 'present']"
ancras,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ancrasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ancrassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ancrasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ancrassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ancrassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ancre,"['present', 'singular', 'subjunctive', 'third-person']"
ancre,"['first-person', 'present', 'singular', 'subjunctive']"
ancre,"['first-person', 'indicative', 'present', 'singular']"
ancre,"['imperative', 'second-person', 'singular']"
ancre,"['indicative', 'present', 'singular', 'third-person']"
ancrent,"['plural', 'present', 'subjunctive', 'third-person']"
ancrent,"['indicative', 'plural', 'present', 'third-person']"
ancrer,['infinitive']
ancrera,"['future', 'indicative', 'singular', 'third-person']"
ancrerai,"['first-person', 'future', 'indicative', 'singular']"
ancreraient,"['conditional', 'plural', 'third-person']"
ancrerais,"['conditional', 'second-person', 'singular']"
ancrerais,"['conditional', 'first-person', 'singular']"
ancrerait,"['conditional', 'singular', 'third-person']"
ancreras,"['future', 'indicative', 'second-person', 'singular']"
ancrerez,"['future', 'indicative', 'plural', 'second-person']"
ancreriez,"['conditional', 'plural', 'second-person']"
ancrerions,"['conditional', 'first-person', 'plural']"
ancrerons,"['first-person', 'future', 'indicative', 'plural']"
ancreront,"['future', 'indicative', 'plural', 'third-person']"
ancres,"['present', 'second-person', 'singular', 'subjunctive']"
ancres,"['indicative', 'present', 'second-person', 'singular']"
ancrez,"['indicative', 'plural', 'present', 'second-person']"
ancrez,"['imperative', 'plural', 'second-person']"
ancriez,"['plural', 'present', 'second-person', 'subjunctive']"
ancriez,"['imperfect', 'indicative', 'plural', 'second-person']"
ancrions,"['first-person', 'imperfect', 'indicative', 'plural']"
ancrions,"['first-person', 'plural', 'present', 'subjunctive']"
ancrons,"['first-person', 'indicative', 'plural', 'present']"
ancrons,"['first-person', 'imperative', 'plural']"
ancrâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ancrât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ancrâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ancrèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
ancré,"['participle', 'past']"
ancrée,"['feminine', 'singular']"
ancrées,"['feminine', 'plural']"
ancrés,"['masculine', 'plural']"
anesthésia,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anesthésiai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anesthésiaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anesthésiais,"['first-person', 'imperfect', 'indicative', 'singular']"
anesthésiais,"['imperfect', 'indicative', 'second-person', 'singular']"
anesthésiait,"['imperfect', 'indicative', 'singular', 'third-person']"
anesthésiant,"['gerund', 'participle', 'present']"
anesthésias,"['historic', 'indicative', 'past', 'second-person', 'singular']"
anesthésiasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
anesthésiassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
anesthésiasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
anesthésiassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
anesthésiassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
anesthésie,"['present', 'singular', 'subjunctive', 'third-person']"
anesthésie,"['indicative', 'present', 'singular', 'third-person']"
anesthésie,"['first-person', 'indicative', 'present', 'singular']"
anesthésie,"['imperative', 'second-person', 'singular']"
anesthésie,"['first-person', 'present', 'singular', 'subjunctive']"
anesthésient,"['plural', 'present', 'subjunctive', 'third-person']"
anesthésient,"['indicative', 'plural', 'present', 'third-person']"
anesthésier,['infinitive']
anesthésiera,"['future', 'indicative', 'singular', 'third-person']"
anesthésierai,"['first-person', 'future', 'indicative', 'singular']"
anesthésieraient,"['conditional', 'plural', 'third-person']"
anesthésierais,"['conditional', 'first-person', 'singular']"
anesthésierais,"['conditional', 'second-person', 'singular']"
anesthésierait,"['conditional', 'singular', 'third-person']"
anesthésieras,"['future', 'indicative', 'second-person', 'singular']"
anesthésierez,"['future', 'indicative', 'plural', 'second-person']"
anesthésieriez,"['conditional', 'plural', 'second-person']"
anesthésierions,"['conditional', 'first-person', 'plural']"
anesthésierons,"['first-person', 'future', 'indicative', 'plural']"
anesthésieront,"['future', 'indicative', 'plural', 'third-person']"
anesthésies,"['indicative', 'present', 'second-person', 'singular']"
anesthésies,"['present', 'second-person', 'singular', 'subjunctive']"
anesthésiez,"['imperative', 'plural', 'second-person']"
anesthésiez,"['indicative', 'plural', 'present', 'second-person']"
anesthésiiez,"['imperfect', 'indicative', 'plural', 'second-person']"
anesthésiiez,"['plural', 'present', 'second-person', 'subjunctive']"
anesthésiions,"['first-person', 'plural', 'present', 'subjunctive']"
anesthésiions,"['first-person', 'imperfect', 'indicative', 'plural']"
anesthésions,"['first-person', 'indicative', 'plural', 'present']"
anesthésions,"['first-person', 'imperative', 'plural']"
anesthésiâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
anesthésiât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
anesthésiâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
anesthésièrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
anesthésié,"['participle', 'past']"
anesthésiée,"['feminine', 'singular']"
anesthésiées,"['feminine', 'plural']"
anesthésiés,"['masculine', 'plural']"
angaria,"['historic', 'indicative', 'past', 'singular', 'third-person']"
angariai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
angariaient,"['imperfect', 'indicative', 'plural', 'third-person']"
angariais,"['imperfect', 'indicative', 'second-person', 'singular']"
angariais,"['first-person', 'imperfect', 'indicative', 'singular']"
angariait,"['imperfect', 'indicative', 'singular', 'third-person']"
angariant,"['gerund', 'participle', 'present']"
angarias,"['historic', 'indicative', 'past', 'second-person', 'singular']"
angariasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
angariassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
angariasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
angariassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
angariassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
angarie,"['first-person', 'indicative', 'present', 'singular']"
angarie,"['indicative', 'present', 'singular', 'third-person']"
angarie,"['first-person', 'present', 'singular', 'subjunctive']"
angarie,"['present', 'singular', 'subjunctive', 'third-person']"
angarie,"['imperative', 'second-person', 'singular']"
angarient,"['indicative', 'plural', 'present', 'third-person']"
angarient,"['plural', 'present', 'subjunctive', 'third-person']"
angarier,['infinitive']
angariera,"['future', 'indicative', 'singular', 'third-person']"
angarierai,"['first-person', 'future', 'indicative', 'singular']"
angarieraient,"['conditional', 'plural', 'third-person']"
angarierais,"['conditional', 'second-person', 'singular']"
angarierais,"['conditional', 'first-person', 'singular']"
angarierait,"['conditional', 'singular', 'third-person']"
angarieras,"['future', 'indicative', 'second-person', 'singular']"
angarierez,"['future', 'indicative', 'plural', 'second-person']"
angarieriez,"['conditional', 'plural', 'second-person']"
angarierions,"['conditional', 'first-person', 'plural']"
angarierons,"['first-person', 'future', 'indicative', 'plural']"
angarieront,"['future', 'indicative', 'plural', 'third-person']"
angaries,"['indicative', 'present', 'second-person', 'singular']"
angaries,"['present', 'second-person', 'singular', 'subjunctive']"
angariez,"['indicative', 'plural', 'present', 'second-person']"
angariez,"['imperative', 'plural', 'second-person']"
angariiez,"['imperfect', 'indicative', 'plural', 'second-person']"
angariiez,"['plural', 'present', 'second-person', 'subjunctive']"
angariions,"['first-person', 'imperfect', 'indicative', 'plural']"
angariions,"['first-person', 'plural', 'present', 'subjunctive']"
angarions,"['first-person', 'imperative', 'plural']"
angarions,"['first-person', 'indicative', 'plural', 'present']"
angariâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
angariât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
angariâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
angarièrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
angarié,"['participle', 'past']"
angariée,"['feminine', 'singular']"
angariées,"['feminine', 'plural']"
angariés,"['masculine', 'plural']"
angla,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anglai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anglaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anglais,"['imperfect', 'indicative', 'second-person', 'singular']"
anglais,"['first-person', 'imperfect', 'indicative', 'singular']"
anglaisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
anglaisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
anglaisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
anglaisais,"['first-person', 'imperfect', 'indicative', 'singular']"
anglaisais,"['imperfect', 'indicative', 'second-person', 'singular']"
anglaisait,"['imperfect', 'indicative', 'singular', 'third-person']"
anglaisant,"['gerund', 'participle', 'present']"
anglaisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
anglaisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
anglaisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
anglaisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
anglaisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
anglaisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
anglaise,"['first-person', 'indicative', 'present', 'singular']"
anglaise,"['indicative', 'present', 'singular', 'third-person']"
anglaise,"['first-person', 'present', 'singular', 'subjunctive']"
anglaise,"['present', 'singular', 'subjunctive', 'third-person']"
anglaise,"['imperative', 'second-person', 'singular']"
anglaisent,"['plural', 'present', 'subjunctive', 'third-person']"
anglaisent,"['indicative', 'plural', 'present', 'third-person']"
anglaiser,['infinitive']
anglaisera,"['future', 'indicative', 'singular', 'third-person']"
anglaiserai,"['first-person', 'future', 'indicative', 'singular']"
anglaiseraient,"['conditional', 'plural', 'third-person']"
anglaiserais,"['conditional', 'first-person', 'singular']"
anglaiserais,"['conditional', 'second-person', 'singular']"
anglaiserait,"['conditional', 'singular', 'third-person']"
anglaiseras,"['future', 'indicative', 'second-person', 'singular']"
anglaiserez,"['future', 'indicative', 'plural', 'second-person']"
anglaiseriez,"['conditional', 'plural', 'second-person']"
anglaiserions,"['conditional', 'first-person', 'plural']"
anglaiserons,"['first-person', 'future', 'indicative', 'plural']"
anglaiseront,"['future', 'indicative', 'plural', 'third-person']"
anglaises,"['present', 'second-person', 'singular', 'subjunctive']"
anglaises,"['indicative', 'present', 'second-person', 'singular']"
anglaisez,"['imperative', 'plural', 'second-person']"
anglaisez,"['indicative', 'plural', 'present', 'second-person']"
anglaisiez,"['plural', 'present', 'second-person', 'subjunctive']"
